date_time_on_30_min,Ticker,Open,High,Low,Close,Adj Close,Volume,Percent_Change_From_Startdate,Change_Close_Less_Open
2021-01-04 09:30:00-05:00,UUP,24.13019943,24.20999908,24.12999916,24.20999908,24.20999908,621093,0.330704486,0.079799652
2021-01-04 10:30:00-05:00,UUP,24.20999908,24.22500038,24.19499969,24.20999908,24.20999908,171575,0.330704486,0
2021-01-04 11:30:00-05:00,UUP,24.20999908,24.26000023,24.20019913,24.23500061,24.23500061,104757,0.434315424,0.025001526
2021-01-04 12:30:00-05:00,UUP,24.23999977,24.25,24.23189926,24.23999977,24.23999977,50460,0.455032869,0
2021-01-04 13:30:00-05:00,UUP,24.25,24.26000023,24.23999977,24.24530029,24.24530029,86815,0.47699921,-0.004699707
2021-01-04 14:30:00-05:00,UUP,24.23999977,24.25,24.23189926,24.25,24.25,108729,0.496475663,0.010000229
2021-01-04 15:30:00-05:00,UUP,24.24500084,24.25989914,24.23999977,24.25,24.25,78633,0.496475663,0.004999161
2021-01-05 09:30:00-05:00,UUP,24.20000076,24.21999931,24.18000031,24.20000076,24.20000076,242300,0.289269597,0
2021-01-05 10:30:00-05:00,UUP,24.20000076,24.2098999,24.16500092,24.16500092,24.16500092,71140,0.144223769,-0.034999847
2021-01-05 11:30:00-05:00,UUP,24.16500092,24.16500092,24.11829948,24.12000084,24.12000084,80168,-0.042264852,-0.045000076
2021-01-05 12:30:00-05:00,UUP,24.125,24.12999916,24.11499977,24.11499977,24.11499977,57813,-0.062990202,-0.010000229
2021-01-05 13:30:00-05:00,UUP,24.12000084,24.12999916,24.12000084,24.125,24.125,68869,-0.021547407,0.004999161
2021-01-05 14:30:00-05:00,UUP,24.12999916,24.12999916,24.11000061,24.125,24.125,117470,-0.021547407,-0.004999161
2021-01-05 15:30:00-05:00,UUP,24.125,24.12999916,24.12000084,24.12999916,24.12999916,72351,-0.000829962,0.004999161
2021-01-06 09:30:00-05:00,UUP,24.18000031,24.18000031,24.12999916,24.14999962,24.14999962,211992,0.082055626,-0.030000687
2021-01-06 10:30:00-05:00,UUP,24.14999962,24.21999931,24.14310074,24.19000053,24.19000053,316204,0.247826802,0.040000916
2021-01-06 11:30:00-05:00,UUP,24.19000053,24.19499969,24.14839935,24.14839935,24.14839935,90224,0.07542383,-0.041601181
2021-01-06 12:30:00-05:00,UUP,24.14209938,24.15500069,24.12999916,24.13999939,24.13999939,24159,0.040612832,-0.002099991
2021-01-06 13:30:00-05:00,UUP,24.13159943,24.15500069,24.12000084,24.13999939,24.13999939,58593,0.040612832,0.008399963
2021-01-06 14:30:00-05:00,UUP,24.13999939,24.15999985,24.09000015,24.10000038,24.10000038,123384,-0.125150441,-0.039999008
2021-01-06 15:30:00-05:00,UUP,24.09499931,24.11000061,24.09499931,24.10000038,24.10000038,123466,-0.125150441,0.005001068
2021-01-07 09:30:00-05:00,UUP,24.20999908,24.27000046,24.20999908,24.25499916,24.25499916,447626,0.517193108,0.045000076
2021-01-07 10:30:00-05:00,UUP,24.25499916,24.26000023,24.21500015,24.22890091,24.22890091,61356,0.409037138,-0.026098251
2021-01-07 11:30:00-05:00,UUP,24.2201004,24.25,24.21999931,24.25,24.25,49530,0.496475663,0.029899597
2021-01-07 12:30:00-05:00,UUP,24.25,24.25499916,24.22500038,24.22500038,24.22500038,152977,0.39287263,-0.024999619
2021-01-07 13:30:00-05:00,UUP,24.21999931,24.22109985,24.20999908,24.22109985,24.22109985,60855,0.376708122,0.00110054
2021-01-07 14:30:00-05:00,UUP,24.22500038,24.22999954,24.20999908,24.21500015,24.21500015,130606,0.351429836,-0.010000229
2021-01-07 15:30:00-05:00,UUP,24.21500015,24.22999954,24.21500015,24.21999931,24.21999931,97888,0.372147281,0.004999161
2021-01-08 09:30:00-05:00,UUP,24.19000053,24.29999924,24.18000031,24.29500008,24.29500008,325900,0.682964285,0.104999542
2021-01-08 10:30:00-05:00,UUP,24.29000092,24.29500008,24.21999931,24.25,24.25,209478,0.496475663,-0.040000916
2021-01-08 11:30:00-05:00,UUP,24.25499916,24.2798996,24.22999954,24.27499962,24.27499962,107351,0.600078696,0.020000458
2021-01-08 12:30:00-05:00,UUP,24.27499962,24.31999969,24.2663002,24.30900002,24.30900002,106419,0.740982616,0.034000397
2021-01-08 13:30:00-05:00,UUP,24.30579948,24.34000015,24.29999924,24.30999947,24.30999947,394951,0.745124524,0.004199982
2021-01-08 14:30:00-05:00,UUP,24.30999947,24.31699944,24.28000069,24.28499985,24.28499985,337821,0.64152149,-0.024999619
2021-01-08 15:30:00-05:00,UUP,24.29000092,24.29000092,24.27000046,24.27499962,24.27499962,184970,0.600078696,-0.015001297
2021-01-11 09:30:00-05:00,UUP,24.44000053,24.46999931,24.42000008,24.43009949,24.43009949,637587,1.242841178,-0.009901047
2021-01-11 10:30:00-05:00,UUP,24.43499947,24.45000076,24.40999985,24.40999985,24.40999985,171813,1.159544561,-0.024999619
2021-01-11 11:30:00-05:00,UUP,24.40999985,24.40999985,24.37100029,24.38260078,24.38260078,227456,1.045997786,-0.027399063
2021-01-11 12:30:00-05:00,UUP,24.37999916,24.38990021,24.37999916,24.38310051,24.38310051,60406,1.04806874,0.003101349
2021-01-11 13:30:00-05:00,UUP,24.37999916,24.38999939,24.37999916,24.37999916,24.37999916,79961,1.035216178,0
2021-01-11 14:30:00-05:00,UUP,24.37999916,24.40500069,24.37999916,24.40110016,24.40110016,42552,1.122662608,0.021100998
2021-01-11 15:30:00-05:00,UUP,24.40500069,24.40999985,24.39999962,24.40999985,24.40999985,179527,1.159544561,0.004999161
2021-01-12 09:30:00-05:00,UUP,24.40999985,24.40999985,24.37000084,24.375,24.375,130237,1.014498733,-0.034999847
2021-01-12 10:30:00-05:00,UUP,24.37000084,24.38010025,24.36000061,24.37000084,24.37000084,118571,0.993781289,0
2021-01-12 11:30:00-05:00,UUP,24.37999916,24.37999916,24.35000038,24.35000038,24.35000038,128092,0.9108957,-0.029998779
2021-01-12 12:30:00-05:00,UUP,24.35000038,24.35000038,24.32999992,24.32999992,24.32999992,83754,0.828010112,-0.020000458
2021-01-12 13:30:00-05:00,UUP,24.32999992,24.32999992,24.29500008,24.29999924,24.29999924,102811,0.703681729,-0.030000687
2021-01-12 14:30:00-05:00,UUP,24.29999924,24.29999924,24.28000069,24.28499985,24.28499985,183986,0.64152149,-0.01499939
2021-01-12 15:30:00-05:00,UUP,24.28499985,24.29000092,24.27000046,24.28000069,24.28000069,319722,0.620804046,-0.004999161
2021-01-13 09:30:00-05:00,UUP,24.36000061,24.37999916,24.31999969,24.32999992,24.32999992,104653,0.828010112,-0.030000687
2021-01-13 10:30:00-05:00,UUP,24.32990074,24.37000084,24.31999969,24.36310005,24.36310005,58794,0.965183152,0.03319931
